dataset	Alasoo_2018.macrophage_IFNg	Alasoo_2018.macrophage_IFNg+Salmonella	Alasoo_2018.macrophage_naive	Alasoo_2018.macrophage_Salmonella	BLUEPRINT_PE.T-cell	BLUEPRINT_SE.monocyte	BLUEPRINT_SE.neutrophil	BrainSeq.brain	FUSION.adipose_naive	FUSION.muscle_naive	GENCORD.fibroblast	GENCORD.LCL	GENCORD.T-cell	GEUVADIS.LCL	GTEx.adipose_subcutaneous	GTEx.adipose_visceral	GTEx.adrenal_gland	GTEx.artery_aorta	GTEx.artery_coronary	GTEx.artery_tibial	GTEx.blood	GTEx.brain_amygdala	GTEx.brain_anterior_cingulate_cortex	GTEx.brain_caudate	GTEx.brain_cerebellar_hemisphere	GTEx.brain_cerebellum	GTEx.brain_cortex	GTEx.brain_frontal_cortex	GTEx.brain_hippocampus	GTEx.brain_hypothalamus	GTEx.brain_nucleus_accumbens	GTEx.brain_putamen	GTEx.brain_spinal_cord	GTEx.brain_substantia_nigra	GTEx.breast	GTEx.colon_sigmoid	GTEx.colon_transverse	GTEx.esophagus_gej	GTEx.esophagus_mucosa	GTEx.esophagus_muscularis	GTEx.fibroblast	GTEx.heart_atrial_appendage	GTEx.heart_left_ventricle	GTEx.LCL	GTEx.liver	GTEx.lung	GTEx.minor_salivary_gland	GTEx.muscle	GTEx.nerve_tibial	GTEx.ovary	GTEx.pancreas	GTEx.pituitary	GTEx.prostate	GTEx.skin_not_sun_exposed	GTEx.skin_sun_exposed	GTEx.small_intestine	GTEx.spleen	GTEx.stomach	GTEx.testis	GTEx.thyroid	GTEx.uterus	GTEx.vagina	HipSci.iPSC	Lepik_2017.blood	Nedelec_2016.macrophage_Listeria	Nedelec_2016.macrophage_naive	Nedelec_2016.macrophage_Salmonella	Quach_2016.monocyte_IAV	Quach_2016.monocyte_LPS	Quach_2016.monocyte_naive	Quach_2016.monocyte_Pam3CSK4	Quach_2016.monocyte_R848	ROSMAP.brain_naive	Schmiedel_2018.B-cell_naive	Schmiedel_2018.CD4_T-cell_anti-CD3-CD28	Schmiedel_2018.CD4_T-cell_naive	Schmiedel_2018.CD8_T-cell_anti-CD3-CD28	Schmiedel_2018.CD8_T-cell_naive	Schmiedel_2018.monocyte_CD16_naive	Schmiedel_2018.monocyte_naive	Schmiedel_2018.NK-cell_naive	Schmiedel_2018.Tfh_memory	Schmiedel_2018.Th1-17_memory	Schmiedel_2018.Th17_memory	Schmiedel_2018.Th1_memory	Schmiedel_2018.Th2_memory	Schmiedel_2018.Treg_memory	Schmiedel_2018.Treg_naive	Schwartzentruber_2018.sensory_neuron	TwinsUK.blood	TwinsUK.fat	TwinsUK.LCL	TwinsUK.skin	van_de_Bunt_2015.pancreatic_islet
GTEx.brain_cerebellar_hemisphere	0.16393309479177073	0.1371517435736142	0.17929995652274472	0.14769905079786264	0.2479647614390488	0.21795943285753422	0.15237905014630163	0.40880688447464525	0.3055772286578451	0.2808818729132396	0.22210864412022077	0.2336201487718226	0.26670216554860254	0.23951971358111745	0.36989155690522585	0.35693637240748605	0.32489527827328163	0.36908563319218635	0.3333211220315516	0.37256772939645677	0.2542978971150765	0.40475031792127253	0.43812881994194125	0.4705246092243412	1	0.6613383353249802	0.46228240590141184	0.47755820356050976	0.4261956179887988	0.4414456073413447	0.45548354542043584	0.4449244976471888	0.38218908370596666	0.3880046933044931	0.3566971426462701	0.3589287189696379	0.35084156843403935	0.35600625542649394	0.33341604862142754	0.37839797409485904	0.3072980485543325	0.3561765774076694	0.3529491068894036	0.23493097947212926	0.27516307754452335	0.36540290468087694	0.2881549344759093	0.3385622204746054	0.40172511866810084	0.32853065232037076	0.3209720372447349	0.3949590087831724	0.3378535567023223	0.3488422082310585	0.35260522253195403	0.31805295069777406	0.32675191599891074	0.34726155937933606	0.2965165256356955	0.3909800104646881	0.32283616263150866	0.30684573362188394	0.2118999286647466	0.241571441450342	0.178105061646453	0.19992063255185008	0.16616531485632297	0.1669227507872838	0.17805742331343316	0.19517911670926902	0.17705487710767392	0.1644094593058701	0.4128327067263459	0.2237915637514036	0.20878059241392602	0.2412047762484662	0.2106064775251266	0.24621098304323571	0.20968813628049635	0.20725274776807567	0.2273919974460487	0.2369063555855487	0.2421945547418867	0.23961041969597563	0.2381610421098921	0.2377271190072587	0.23745388764596462	0.24408921091963356	0.23451034906241092	0.2367986993501807	0.3229816581722166	0.25007190342596375	0.33323909728464424	0.2332399501171503
GTEx.brain_cerebellum	0.17186103431018407	0.14523211765340147	0.18370489541959895	0.15395535628983953	0.25736866690167853	0.22995284325163182	0.1628109169445411	0.43177781289646716	0.316993461023642	0.2945980754375618	0.232013332396444	0.24508849887961745	0.28011614239535515	0.24894629351275982	0.3946524141161921	0.3760294873066614	0.3463603922646487	0.3874632918146279	0.35634630160399594	0.39306683625482197	0.26507244163835636	0.4064052877467022	0.4452745827630347	0.4669988679064426	0.6613383353249802	1	0.494678147146964	0.47155163898813945	0.43659176294251073	0.4373077898821078	0.45943883029121146	0.45385383951046293	0.38576334358429204	0.3832368326356109	0.38610010146508716	0.3867930416620976	0.3733312238587091	0.37639716740008455	0.3544450813582649	0.4093116978894957	0.3241351105713367	0.3804575511609377	0.38110290163322924	0.252574204587625	0.2895299758306284	0.3878828429693526	0.2954994577397037	0.35338237240051984	0.4340976510659906	0.34954499047818	0.3358965603516339	0.41804484336856373	0.3652710534374246	0.37100565346100356	0.37614185645703013	0.33763168024697443	0.346758397800875	0.36604197750376344	0.31872224383873105	0.4180830269887207	0.34571694525465835	0.32630106550736143	0.22537895057919774	0.25003543477323653	0.18609850832913047	0.21128188636205142	0.17196014939010093	0.17804138617850324	0.1869251261424177	0.20343951096947707	0.18766046521451948	0.17193397945026123	0.43495622729016425	0.24652986975150074	0.22313750799372628	0.2545286988274644	0.22725282881566974	0.25990580242524497	0.22415323537921808	0.21979226372230395	0.24071190461916753	0.25018448958680606	0.25576357310745745	0.25353480203988443	0.2475595370649961	0.25031443790333063	0.25407385911613684	0.2594857444223685	0.24052266527326202	0.24821600851092823	0.34047313113814504	0.2666548240756917	0.3469695729157135	0.24592909978071656
GTEx.brain_cortex	0.18229199992743483	0.16111607426429758	0.20118501993273763	0.17511724691849007	0.24192858794466368	0.23138043951296372	0.15333259194235582	0.5182168948261174	0.33616502745006566	0.2967649995666482	0.24563764528568208	0.23499805456180048	0.2747034921457458	0.2450273071836856	0.40458615060088754	0.3894133194585041	0.3682875313425357	0.4070640713270854	0.3774275264001249	0.40775617621989113	0.2659888754707164	0.4865026261542661	0.5428418119962745	0.5546020629649281	0.46228240590141184	0.494678147146964	1	0.6052320682086058	0.5056167669949654	0.49858966270917415	0.534781497165853	0.5271183849476251	0.4257176590556014	0.4508958877451064	0.40148893621159387	0.39347644662040604	0.3751960069238592	0.38931707781262814	0.3598827217793453	0.4205500635644654	0.33892638084417354	0.40280284434257985	0.3946593418147732	0.2542546191843797	0.2993843955980509	0.39707728458049674	0.3111988117697152	0.3605598723332808	0.4383981185691578	0.3511643717975441	0.33920020848544497	0.432590497130668	0.37306133743927483	0.3687057051501465	0.3772173894777214	0.33982216162532775	0.3476799889358148	0.370992143843113	0.33518042549474397	0.41600333022326863	0.34960913065615984	0.33303644965032886	0.23665382020509484	0.25506739785091403	0.20676502652550954	0.22792324920162516	0.1916567595450061	0.1869059218756523	0.1982181987792045	0.21773516732689494	0.19686804996889362	0.18410166295299876	0.5234366479710479	0.21981138499768124	0.2071515925957092	0.23502173967281303	0.21596941823781024	0.2380945932033926	0.21814888888808626	0.22108265061794508	0.2206754839929525	0.23314386247668464	0.23121044945401228	0.23204731627848943	0.22765950677367736	0.22882652294624065	0.22949092440339824	0.24104312215445953	0.2551017739282175	0.2414634649928408	0.35129774079701287	0.25289322829286576	0.3457076931067158	0.25074487518877403
GTEx.brain_frontal_cortex	0.1885136246892171	0.15639492507393918	0.20279876838814287	0.1761180704153479	0.24611359356257367	0.23118885113503482	0.15483825872203424	0.5131138409599301	0.33546242044693225	0.29109423959826325	0.252130811709925	0.23524609425841983	0.27231102548072467	0.24556620812504767	0.3916278943264835	0.37962343941637183	0.35630007217143356	0.39063105660085434	0.36184247947603515	0.39099918467150024	0.26459916357840263	0.5026870018269731	0.586153060537475	0.5736195584415386	0.47755820356050976	0.47155163898813945	0.6052320682086058	1	0.5154178080784713	0.531927739940989	0.557656942296806	0.5462638965186605	0.43304278047120526	0.45735231304320273	0.3813169943553289	0.37609759238928503	0.36499028304262615	0.3728008551040901	0.3460773687254466	0.4037124224275761	0.3377647558215869	0.3827584140494416	0.3789188334480668	0.249894600784776	0.2903374682027126	0.38612877328453926	0.3027945005202029	0.34718450780009247	0.4234054363546551	0.33745159848335365	0.32967407472608334	0.4142520512022165	0.3512783538564414	0.3580816771280553	0.3646465648666616	0.3202058989301037	0.3314991111495551	0.36450220179438253	0.32546654330256736	0.4008620687601855	0.3366589476192364	0.31769934364376345	0.24302325792349913	0.25863099800252143	0.20450536894119486	0.22787233709427823	0.18634376275774825	0.18029904392598708	0.19064523387393603	0.21184646270770455	0.19210767371281287	0.17791716642648506	0.5299137290948814	0.21725910013160693	0.2027366916441897	0.22850315791981407	0.21406423576857786	0.2393623488146604	0.2179670367851802	0.22243214918553383	0.21795238445164453	0.22572835809920758	0.22796999433573245	0.22879488714314228	0.2270362683754874	0.2293502561908631	0.22816552855251357	0.23698681704097282	0.2639409445669957	0.24615914999029864	0.34893455403938795	0.2509866992743651	0.3415649537230143	0.2506900832650302
GTEx.brain_hippocampus	0.181185252472847	0.1536433724797863	0.19224932254362784	0.16779945069467758	0.22835881573876685	0.22123687623726207	0.1455029083432349	0.43740146320608553	0.3257053311087259	0.2681678024421005	0.236003803190115	0.22455812200585762	0.25801867847090354	0.23395085164431276	0.38128715245690215	0.3631022249202799	0.34488024607992646	0.37335035999306604	0.35609472315943325	0.3714566678725188	0.24572772085042444	0.49495054903996494	0.5147593885305417	0.5412808313636489	0.4261956179887988	0.43659176294251073	0.5056167669949654	0.5154178080784713	1	0.5020370981770179	0.5134192991404034	0.5135270736482846	0.4359085482050211	0.4688532476526338	0.3707146471780009	0.3641174718866836	0.3526151476677358	0.3600393621249961	0.3341220350980992	0.3884046407075483	0.31731946012791085	0.36355956316308236	0.3605944510120097	0.23764635281552743	0.2751459963127889	0.37759951002686265	0.2883390679948709	0.3320201019729794	0.4117701779673452	0.32477887230357155	0.3049045521185937	0.3877014606733528	0.3433840265665136	0.3404599247541925	0.34996151982482415	0.31512638329755227	0.3184322133152613	0.3494589364316506	0.3096505377825207	0.3829977968206072	0.32626027483372527	0.3080543034154085	0.2212072820895884	0.24002188748098743	0.1933700912628742	0.214822798685294	0.18332682449524448	0.17066125129001394	0.1814226232358911	0.2009223659236547	0.1803800451531116	0.16752137641735287	0.4424259442508403	0.203029799294743	0.1881514902005174	0.21891198830150158	0.20036914706927392	0.2212110599834907	0.2104612885912716	0.2076528670528948	0.21260062520824508	0.21516805927669944	0.21695127694682526	0.21895379811633475	0.21743234076411194	0.21208502535962445	0.21220771242687742	0.22134365052626193	0.23694161373966136	0.22851901860901291	0.33724513244347426	0.2418785911617787	0.3300277272002556	0.23562809284242095
GTEx.brain_hypothalamus	0.17970311427366464	0.1554131673295068	0.19824380085653923	0.17082038196112473	0.23804413928827908	0.22780921558823763	0.1503137265729912	0.4278089216304659	0.32458534811833334	0.2743103909031675	0.24219216042650912	0.2292748226201186	0.26587550876564175	0.2392666415654927	0.38556767678808884	0.3727025200803674	0.35175030885009717	0.37805587375724553	0.35346691313262546	0.383765153074272	0.25970891398135987	0.4752296030270017	0.4905775689381804	0.5308272085330986	0.4414456073413447	0.4373077898821078	0.49858966270917415	0.531927739940989	0.5020370981770179	1	0.5304108809607504	0.4942357223633801	0.4294386126449062	0.4728142482799754	0.3801953582229781	0.3748851760910273	0.3565621529558839	0.3668456439511564	0.3388294686994589	0.3922592515727875	0.32307570170389005	0.3738398797941522	0.3663396506847283	0.24746603016198626	0.2805220921938509	0.3763466138111151	0.2955939999564486	0.33483303163335193	0.41730392552084505	0.32613719294606186	0.31529852571635175	0.40474330479108184	0.34698885335705315	0.34696765327391194	0.35362661974194665	0.32563791687349136	0.32503265093052786	0.3541207986205741	0.31507566202401294	0.39864634174329816	0.32998419085058495	0.31192351283697767	0.22697654522014246	0.25273463892777454	0.20075448482281097	0.22344012878017763	0.17997973897224737	0.17771664436636173	0.18896784094903868	0.20926484790286654	0.18611895995347572	0.17803539209155966	0.44267512105178686	0.21184410011232752	0.19931391778087817	0.22422507173365436	0.2148436883104166	0.229701473506047	0.21465039650303167	0.2209103251419792	0.21118090494357755	0.22514616202419457	0.22612654624136755	0.22403912587577876	0.22068362327930147	0.22447527831088573	0.2237680168913367	0.23164095326060807	0.24987317689705593	0.24410526198551305	0.34297086671933946	0.25001716602081225	0.3305298283379179	0.24868072793928397
GTEx.brain_nucleus_accumbens	0.18474643363529256	0.15805830608253027	0.19456561934157118	0.16779063601622307	0.24482869569358048	0.2248757905956887	0.14696647785913003	0.45955106941991164	0.3361371390923043	0.2808997542360082	0.24571246649254788	0.23727362786520861	0.27213240462704563	0.24823513161782637	0.3953496122945381	0.38073802726411554	0.35960156777567	0.3923707305040521	0.3644795658870941	0.39609850575721833	0.25923468092408625	0.5149702154106672	0.5227745675423439	0.6309220408189063	0.45548354542043584	0.45943883029121146	0.534781497165853	0.557656942296806	0.5134192991404034	0.5304108809607504	1	0.5944352704905334	0.4240665611586062	0.4753997898811593	0.3836848415016957	0.38385925698149165	0.36646862632519406	0.3748964076037489	0.3533702012673261	0.40548888977547404	0.334912831280761	0.3851448267822953	0.3819878372012658	0.2489919651284984	0.28418700443505057	0.38680806249927047	0.30067125425356817	0.34174534650814614	0.4298519904068192	0.34430023578549496	0.3304042063388024	0.41768123735600776	0.3587827777750911	0.36501744037220146	0.3755622885878768	0.32752888034314065	0.32919948410897726	0.3678747260200736	0.3310546994632493	0.40483751567635057	0.33572947104092116	0.32444554396989855	0.23749869535677567	0.251740662383083	0.2036768185659216	0.2297639952427863	0.18774918597459528	0.17919823371504814	0.18526503286046558	0.20798026242713613	0.1889446936585796	0.17269424795960298	0.4681259754997221	0.21549918915422842	0.210506428838971	0.23345884268399825	0.21861581898028473	0.2356227652494927	0.21577152283593076	0.21954169506829754	0.22193996620789513	0.22908403287585233	0.22984076988195992	0.23301903214296324	0.2302162321973169	0.22842447648812014	0.22628348206003907	0.23812020387519034	0.2472466580603823	0.24309176207621533	0.3483246688478423	0.2555575314322749	0.3475964941853659	0.2546343491358953
GTEx.brain_putamen	0.19575265182296142	0.1637161199191733	0.2018105728763818	0.1779609212437566	0.24474479322914616	0.22878564957333294	0.15437474825600128	0.4501637293082661	0.33646036492625914	0.2945028723002552	0.24497569595189125	0.2359537535921383	0.2658706025737748	0.24992065734365682	0.4023903814392419	0.3824208324903672	0.36446686799328054	0.39028851155479616	0.3642312431566568	0.3929478278234424	0.2591786497079139	0.49658839655378856	0.5086913963765066	0.6355522654504859	0.4449244976471888	0.45385383951046293	0.5271183849476251	0.5462638965186605	0.5135270736482846	0.4942357223633801	0.5944352704905334	1	0.42609479419737023	0.4770633359120585	0.3870961365278045	0.38194755364378613	0.36304442295977774	0.3859216188384144	0.35113335443557536	0.41246755745215186	0.3299356467289337	0.3861481602223181	0.38889831398720054	0.2499987966899758	0.2996074195278416	0.3882856471814457	0.3060810101048716	0.3450457923519644	0.42789819313622746	0.3341504706826035	0.33470891197894204	0.4128184672134369	0.35483724627091634	0.36106276099759543	0.3655515222896292	0.32303595937117785	0.3324397611116452	0.36631170664305257	0.3235743925622427	0.40372752224862063	0.3380959052905532	0.32292678781111117	0.23917693828621892	0.25599643155984747	0.20395271348073407	0.23181601054660067	0.1904861990368029	0.1865738658502716	0.19440481219229666	0.21328322369480027	0.19689601943718776	0.18395148144356963	0.4707595052171466	0.21092141956344215	0.20274228207553993	0.23116221653869506	0.21713307777076055	0.2341563533324889	0.21934720320996046	0.220417529455264	0.2164914939580579	0.22667814406729883	0.2262276222411013	0.22669181915094483	0.2225811407303389	0.22192990295241505	0.22564607869203562	0.23312688329183567	0.2452255108443907	0.23907874399248358	0.3522447293515725	0.25513758065624015	0.34435533052498885	0.2575471602345367
GTEx.brain_spinal_cord	0.19110922361058005	0.16257798247812458	0.20012780877386602	0.17740242762553377	0.23002475683154466	0.2354697500723626	0.15432441080976744	0.3699840809651464	0.3209097113971016	0.2659345893647282	0.23406413767911377	0.22504980741959524	0.2660588945714953	0.23135186910745767	0.3726826060630656	0.3613763098296852	0.33798499939894355	0.36605119331400554	0.34455229722424613	0.3650915716509258	0.25898233316984415	0.3998027301542362	0.4049394950903839	0.4465628466202514	0.38218908370596666	0.38576334358429204	0.4257176590556014	0.43304278047120526	0.4359085482050211	0.4294386126449062	0.4240665611586062	0.42609479419737023	1	0.4302699834290025	0.3622335335359731	0.361187236790272	0.3508805801983566	0.3573587322209974	0.32499972594505294	0.3801698829375341	0.30942271054958853	0.35432436125663197	0.35288931496623666	0.2308122234282845	0.26878440814584253	0.3695485016274143	0.28339158625778116	0.31501687713942506	0.4085069739065761	0.3085052959792054	0.30489074830071194	0.3634123896877255	0.3312791899626686	0.3308143357789152	0.33813478864083946	0.31741403186244954	0.32576321270692993	0.3481397336584255	0.28796959219222706	0.373515603972888	0.3201848110478486	0.2961268862766519	0.21092931816057878	0.2545644588065631	0.2006669660852329	0.2225222099422009	0.18259299604190665	0.17978674995554422	0.18911180713548775	0.20776692213808487	0.18575971530884058	0.17066010115389985	0.39037342091980115	0.21041977851265709	0.18641819072384283	0.2203981707558003	0.20039806809916938	0.22466766775873373	0.21897281888795994	0.22343579558571636	0.21066948506598693	0.2151017493161178	0.21702113411919652	0.2201802373970687	0.21807528691964373	0.21038010042279945	0.21842323951600554	0.22160200879023406	0.22318981773744234	0.2406821387780293	0.33195908627203263	0.2395364013961502	0.32138829040070505	0.23193406820960713
GTEx.brain_substantia_nigra	0.17318412466987074	0.1455850782509965	0.17943096886485202	0.15677971487807799	0.2132000634443068	0.21192277612864016	0.14199838857568917	0.3894293082126671	0.30387375176391707	0.25629995777356906	0.22174938590339524	0.2131560515694691	0.24305629925250524	0.2248045602119724	0.35783685230238	0.34709119075416983	0.32534706530718444	0.35011860154904634	0.33131984418329624	0.3488441010441612	0.2356838435260099	0.4591376850448714	0.4448493807229488	0.4997209984635903	0.3880046933044931	0.3832368326356109	0.4508958877451064	0.45735231304320273	0.4688532476526338	0.4728142482799754	0.4753997898811593	0.4770633359120585	0.4302699834290025	1	0.34354649554807126	0.3392622092780008	0.32053407187200594	0.34009941779221503	0.3190137035192426	0.3604203680234585	0.2917984975921361	0.34300900707888266	0.3358048680347112	0.21635715756653773	0.2629474697433311	0.3548045760517792	0.27637812173258175	0.30919541266176837	0.38177160570796526	0.2957989719903062	0.2947608962200449	0.3587138151060643	0.3106616542089268	0.3225141513871171	0.32731389835085756	0.30298457458619177	0.2994127523269022	0.3214587467406991	0.28497411445799004	0.3573519173805587	0.30260974467000823	0.2826929715514391	0.20581295652151557	0.23523335884612961	0.18648749676460813	0.2099462408161039	0.17331647552160437	0.1647996008203201	0.1763895765784015	0.19298307192709843	0.1743349242705256	0.16365227003264624	0.399760986840834	0.1932626564372594	0.175047357696069	0.2026449504262485	0.19120054905491574	0.21200825524870948	0.2024424877994668	0.20255559618371902	0.1987249253709124	0.20027666592338247	0.20378503041487273	0.20261231267586427	0.2030534544971823	0.19785033083427472	0.20228797873376114	0.21009363240348308	0.21738584387655815	0.2192227756044504	0.31693791496308515	0.22787954554381176	0.3040123461410564	0.2251436703388578
GTEx.breast	0.24065070932894667	0.20557589762021078	0.2564007540369407	0.2254744699834883	0.31631935063946237	0.3218104555436181	0.2040874530799521	0.36883427017056736	0.5053155166819614	0.3623485985456778	0.31959494393130217	0.304166138851321	0.3560757435076482	0.31845178120122186	0.650944878073337	0.6124716647711614	0.48741102828689636	0.5488948280514696	0.5326116552330503	0.5553238029874487	0.37277838017595566	0.3499832452062456	0.3648625953302272	0.4075506702041093	0.3566971426462701	0.38610010146508716	0.40148893621159387	0.3813169943553289	0.3707146471780009	0.3801953582229781	0.3836848415016957	0.3870961365278045	0.3622335335359731	0.34354649554807126	1	0.5365346607742142	0.5370507030333768	0.5406341572014423	0.5170390035953947	0.5778459137185757	0.45089557964240556	0.5209458818542962	0.5017589151898283	0.32943308111323993	0.40061736277987836	0.5780394804408704	0.4450522317097643	0.46184851286978307	0.5987814456080345	0.4701890447342022	0.45900215026392943	0.4557571870160098	0.499930977399269	0.5417224887317647	0.5520807834505121	0.4899357316576857	0.47541128340877886	0.5366229464729259	0.4003022745263397	0.5745192044216805	0.47648818468748294	0.4730696964725025	0.26684541955925956	0.33836263481116075	0.2776142208814625	0.30152690281512085	0.2542068966093056	0.25026272050518206	0.268497219180249	0.28871704019998595	0.26792551852829477	0.2507413517386892	0.3809976186963896	0.2915713806849599	0.2723623730214508	0.31153131291729047	0.27952555297133075	0.3137754290117581	0.30373730086460354	0.31203510905077336	0.2955732921770917	0.31115344919023263	0.30745262748823937	0.3114303743900202	0.30844111740266683	0.30619426948550693	0.3100877596360939	0.3123477684012882	0.2483908619154273	0.3209703513064528	0.5310306548121663	0.32946692282214385	0.4954229831708133	0.3246432695177311
GTEx.colon_sigmoid	0.23991998345829402	0.20526918720614304	0.2568072104067979	0.22306359809918658	0.30296125038740856	0.31047500607221606	0.19947263252253725	0.37139053895753843	0.43918929109256283	0.3600886225509066	0.31899912235502403	0.2937188296837039	0.3458689086927094	0.3094487328288211	0.562984457363529	0.5470105094663623	0.4683143642683891	0.5446367095624493	0.5128748930872057	0.5479989280444753	0.35684962883156934	0.3401906463693389	0.3616842666473519	0.39494186653036706	0.3589287189696379	0.3867930416620976	0.39347644662040604	0.37609759238928503	0.3641174718866836	0.3748851760910273	0.38385925698149165	0.38194755364378613	0.361187236790272	0.3392622092780008	0.5365346607742142	1	0.5770356437218704	0.5836245494165808	0.4967834558872322	0.6192141889602956	0.4251423052905089	0.5214539055002693	0.5003734802263881	0.31780648948566614	0.3811230539368044	0.5327913589734816	0.4134302552022712	0.45058624177642925	0.5593899699156059	0.46016655008306057	0.4454468314499682	0.4425424749774695	0.4936340004367568	0.49156572025155204	0.4982991645566274	0.5062641962455108	0.45732896810913287	0.5461028743941698	0.3852577528647025	0.5288804671314604	0.4846843411686263	0.45623247582834775	0.2602526415003873	0.3329735452056099	0.2620049375211147	0.2920292276124485	0.24138352027387097	0.24419487916833882	0.25317589495444776	0.27720875956059055	0.2542167746533099	0.2380742766201766	0.37996416915692954	0.27948623133677475	0.26455619580136175	0.29637209411736737	0.27150075993400646	0.30064723073404276	0.2898977701445327	0.2973135451988258	0.2853752330941762	0.2972641366436419	0.3038549629322347	0.2968027968306442	0.2986636934827365	0.2937777219374011	0.2958647421987154	0.2972522026733632	0.25228369366670406	0.3176055850363989	0.4610216768837363	0.31811382619943296	0.44728986069335447	0.30448746623860645
GTEx.colon_transverse	0.2511760792237507	0.21458677348759933	0.26473604291898456	0.2309643036953927	0.3235303513609143	0.3307900174218177	0.20971811210869834	0.3569065524455069	0.43616543820931913	0.3467820108371286	0.3211693506282659	0.3202566418070043	0.3718306863910823	0.33983340354027114	0.555625802473025	0.5443342600495019	0.4824156417178179	0.532398630921725	0.5077755416608462	0.5328135671180763	0.3780399374002479	0.33191440522207816	0.34865101667407333	0.3838982590259519	0.35084156843403935	0.3733312238587091	0.3751960069238592	0.36499028304262615	0.3526151476677358	0.3565621529558839	0.36646862632519406	0.36304442295977774	0.3508805801983566	0.32053407187200594	0.5370507030333768	0.5770356437218704	1	0.5452721786982343	0.5404158714346812	0.5923014002813962	0.4346333435742732	0.49629992281470287	0.48682805363230247	0.348019570389905	0.3936645276279892	0.5532593822248921	0.4328724422171895	0.4402258616432647	0.5555951462432516	0.45024659596931915	0.4746791751938905	0.42585037034219064	0.49793505407296573	0.5055838333905568	0.5150686609107409	0.5699310563186966	0.49522976840104055	0.5874596429249104	0.3855220729289808	0.5466583579973511	0.45850153569172575	0.4608166697184121	0.2788205438115862	0.35635895517615085	0.2840702289221328	0.31451750856065375	0.261625964636996	0.2587500503755407	0.2706789333337504	0.2966440651993019	0.2692972545842645	0.2541595511722935	0.3695042729250718	0.29415245940211654	0.2779083458750998	0.316651483564114	0.2836575321015299	0.3209652456337896	0.3088602464153229	0.3168272609152883	0.30456361575419183	0.32139850432244993	0.3182238777725144	0.3213299730423974	0.31959706070875943	0.3165220726808533	0.3224030010867942	0.32194362370179025	0.25234438308371965	0.3359565588774828	0.4596919207901492	0.3466117070666691	0.46525581811127825	0.3172738314424992
GTEx.esophagus_gej	0.23633173542052197	0.2077169068725229	0.24881653017194294	0.22423022334236445	0.29915829632797913	0.2959049887381883	0.19485577083588762	0.369653481381162	0.4529512490516629	0.3631595196894715	0.32108065983335976	0.2951547833817078	0.33579611473139526	0.30378699019046984	0.5694059521553517	0.5566430268714911	0.47485876512029657	0.559330070123231	0.5340806966116796	0.5672199490604045	0.34798915747614073	0.3468777388679856	0.35669265569631603	0.3939715157977922	0.35600625542649394	0.37639716740008455	0.38931707781262814	0.3728008551040901	0.3600393621249961	0.3668456439511564	0.3748964076037489	0.3859216188384144	0.3573587322209974	0.34009941779221503	0.5406341572014423	0.5836245494165808	0.5452721786982343	1	0.5125076786719222	0.6744611312183076	0.43308034194025463	0.5296635945714611	0.5133021029719312	0.30929618929136093	0.3704684353116557	0.5381290925159233	0.41397310622735695	0.4570255843837198	0.5765678158795889	0.45889263289806737	0.44249605232394074	0.4355189163777181	0.48722707469974186	0.4953782165189263	0.500581891471299	0.4866439565206177	0.4498717620728155	0.5395150493134401	0.38853625850324236	0.5306293027681059	0.4685123559060456	0.4560711033845091	0.257313977398919	0.3227172510168343	0.2631301176575259	0.2866894047610695	0.24315264433361933	0.23932040006823815	0.2502700338585344	0.27679956428772107	0.2516082958199442	0.23251583283905947	0.38164329536997216	0.2750260709918403	0.26045360443957927	0.2918319184235846	0.2618879033088338	0.2947507888561004	0.2839816765024456	0.28660895810528547	0.27803961490078294	0.2952327746626747	0.2943335405659087	0.29545067590281465	0.2887907313660783	0.291278662828493	0.29287844923192063	0.2976658102431301	0.25117934547484505	0.30222497484318434	0.4639413749093921	0.31364604278357117	0.45167215974982106	0.30284964334230813
