study_id	dataset_id	study_label	sample_group	tissue_id	tissue_label	condition_label	sample_size	quant_method	pmid	study_type
QTS000015	QTD000357	GTEx	blood	UBERON_0000178	blood	naive	853	exon	32913098	bulk
QTS000015	QTD000358	GTEx	blood	UBERON_0000178	blood	naive	853	tx	32913098	bulk
QTS000015	QTD000359	GTEx	blood	UBERON_0000178	blood	naive	853	txrev	32913098	bulk
QTS000015	QTD000360	GTEx	blood	UBERON_0000178	blood	naive	853	leafcutter	32913098	bulk
QTS000043	QTD000759	OTAR2065_neuroinflammation	microglia_IFN_nonProlif	CL_0000129	microglia	IFN	211	ge	NA	single-cell
QTS000043	QTD000760	OTAR2065_neuroinflammation	microglia_LPS_Prolif	CL_0000129	microglia	LPS	131	ge	NA	single-cell
QTS000043	QTD000761	OTAR2065_neuroinflammation	microglia_LPS_nonProlif	CL_0000129	microglia	LPS	207	ge	NA	single-cell
QTS000043	QTD000762	OTAR2065_neuroinflammation	microglia_untreated_Prolif	CL_0000129	microglia	untreated	149	ge	NA	single-cell
QTS000043	QTD000763	OTAR2065_neuroinflammation	microglia_untreated_nonProlif	CL_0000129	microglia	untreated	208	ge	NA	single-cell
QTS000044	QTD000764	MAGE	LCL	EFO_0005292	LCL	naive	675	ge	39020179	bulk
QTS000044	QTD000765	MAGE	LCL	EFO_0005292	LCL	naive	675	exon	39020179	bulk
QTS000044	QTD000766	MAGE	LCL	EFO_0005292	LCL	naive	675	tx	39020179	bulk
QTS000044	QTD000767	MAGE	LCL	EFO_0005292	LCL	naive	675	txrev	39020179	bulk
QTS000044	QTD000768	MAGE	LCL	EFO_0005292	LCL	naive	675	leafcutter	39020179	bulk
QTS000045	QTD000769	OTAR2057_IBDverse	CD4+_CRM_Naive	CL_0000904	central memory CD4-positive, alpha-beta T cell	naive	230	ge	NA	single-cell
QTS000045	QTD000770	OTAR2057_IBDverse	CD4+_CRM	CL_0000904	central memory CD4-positive, alpha-beta T cell	naive	133	ge	NA	single-cell
QTS000045	QTD000771	OTAR2057_IBDverse	CD8+_EM_THEMIS+	CL_0000913	effector memory CD8-positive, alpha-beta T cell	naive	86	ge	NA	single-cell
QTS000045	QTD000772	OTAR2057_IBDverse	CD8+_EM_TIGIT+	CL_0001062	effector memory CD8-positive, alpha-beta T cell, terminally differentiated	naive	79	ge	NA	single-cell
QTS000045	QTD000773	OTAR2057_IBDverse	Classical_monocytes	CL_0000860	classical monocyte	naive	95	ge	NA	single-cell
QTS000045	QTD000774	OTAR2057_IBDverse	Intermediate_monocytes	CL_0002393	intermediate monocyte	naive	93	ge	NA	single-cell
QTS000045	QTD000775	OTAR2057_IBDverse	NK1	CL_0000623	natural killer cell	naive	82	ge	NA	single-cell
QTS000045	QTD000776	OTAR2057_IBDverse	Non-classical_monocytes	CL_0000875	non-classical monocyte	naive	92	ge	NA	single-cell
QTS000045	QTD000777	OTAR2057_IBDverse	atypical_B_Cells	CL_0000236	B cell	naive	121	ge	NA	single-cell
QTS000045	QTD000778	OTAR2057_IBDverse	pDCs	CL_0000784	plasmacytoid dendritic cell	naive	90	ge	NA	single-cell
QTS000045	QTD000779	OTAR2057_IBDverse	T_cell_GD_LEF1+	CL_0000798	gamma-delta T cell	naive	91	ge	NA	single-cell
QTS000045	QTD000780	OTAR2057_IBDverse	CD4+_Treg	CL_0000792	CD4-positive, CD25-positive, alpha-beta regulatory T cell	naive	149	ge	NA	single-cell
QTS000045	QTD000781	OTAR2057_IBDverse	CD4+_memory	CL_0000897	CD4-positive, alpha-beta memory T cell	naive	318	ge	NA	single-cell
QTS000045	QTD000782	OTAR2057_IBDverse	CD8+_GZMK+	CL_4052021	granzyme K-associated CD8 T cell	naive	260	ge	NA	single-cell
QTS000045	QTD000783	OTAR2057_IBDverse	CD8+_Naive	CL_0000900	naive thymus-derived CD8-positive, alpha-beta T cell	naive	144	ge	NA	single-cell
QTS000045	QTD000784	OTAR2057_IBDverse	Colon_Goblet_ATOH1_(MUC2_Lo)	CL_0009057	anorectum goblet cell	naive	210	ge	NA	single-cell
QTS000045	QTD000785	OTAR2057_IBDverse	Colon_Goblet_MUC2++_BCAS1+	CL_0009057	anorectum goblet cell	naive	53	ge	NA	single-cell
QTS000045	QTD000786	OTAR2057_IBDverse	Colon_Goblet_MUC2+_SPDEF+	CL_0009057	anorectum goblet cell	naive	255	ge	NA	single-cell
QTS000045	QTD000787	OTAR2057_IBDverse	Colon_Progenitor_OLMF4+	CL_4047018	early colonocyte	naive	253	ge	NA	single-cell
QTS000045	QTD000788	OTAR2057_IBDverse	Epithelial_Progenitor_OLMF4++	CL_4047018	early colonocyte	naive	88	ge	NA	single-cell
QTS000045	QTD000789	OTAR2057_IBDverse	Colon_Progenitor_OLMF4+Ki67+	CL_4047018	early colonocyte	naive	230	ge	NA	single-cell
QTS000045	QTD000790	OTAR2057_IBDverse	Colon_ileum_Enterochromaffin_TPH1_CES1+	CL_0000504	enterochromaffin-like cell	naive	229	ge	NA	single-cell
QTS000045	QTD000791	OTAR2057_IBDverse	Epithelial_Enteroendocrine_NTS_PYY_GCG_ISL1+	CL_1001516	intestinal enteroendocrine cell	naive	231	ge	NA	single-cell
QTS000045	QTD000792	OTAR2057_IBDverse	Colonocyte_BEST4+	CL_4047052	BEST4+ colonocyte	naive	224	ge	NA	single-cell
QTS000045	QTD000793	OTAR2057_IBDverse	Colonocyte_CAECAM7++_KRT20++_IFI27++	CL_1000347	colonocyte	naive	197	ge	NA	single-cell
QTS000045	QTD000794	OTAR2057_IBDverse	Colonocyte_CAECAM7+_KRT20+_IFI27+	CL_1000347	colonocyte	naive	255	ge	NA	single-cell
QTS000045	QTD000795	OTAR2057_IBDverse	Colonocyte_Progenitor_OLMF4++Ki67+	CL_4047018	early colonocyte	naive	233	ge	NA	single-cell
QTS000045	QTD000796	OTAR2057_IBDverse	Colonocyte_RBFOX1+	CL_1000347	colonocyte	naive	257	ge	NA	single-cell
QTS000045	QTD000797	OTAR2057_IBDverse	Colonocyte_stem_cell_LGR5+	CL_0009043	intestinal crypt stem cell of colon	naive	239	ge	NA	single-cell
QTS000045	QTD000798	OTAR2057_IBDverse	Enterocyte_BEST4+	CL_4030026	BEST4+ enterocyte	naive	166	ge	NA	single-cell
QTS000045	QTD000799	OTAR2057_IBDverse	Enterocyte_Progenitor_OLMF4++Ki67+	CL_1000342	enterocyte of epithelium proper of ileum	naive	220	ge	NA	single-cell
QTS000045	QTD000800	OTAR2057_IBDverse	Enterocyte_progenitor_precursor_crypt_OLFM4+	CL_1000342	enterocyte of epithelium proper of ileum	naive	324	ge	NA	single-cell
QTS000045	QTD000801	OTAR2057_IBDverse	Enterocyte_progenitor_precursor_crypt_OLFM4++	CL_1000342	enterocyte of epithelium proper of ileum	naive	182	ge	NA	single-cell
QTS000045	QTD000802	OTAR2057_IBDverse	Enterocyte_stem_cell_MKI67+	CL_0009017	intestinal crypt stem cell of small intestine	naive	280	ge	NA	single-cell
QTS000045	QTD000803	OTAR2057_IBDverse	Enterocyte_stem_cell_OLFM4+_LGR5+	CL_0009017	intestinal crypt stem cell of small intestine	naive	273	ge	NA	single-cell
QTS000045	QTD000804	OTAR2057_IBDverse	Enterocyte_top_villus	CL_1000342	enterocyte of epithelium proper of ileum	naive	328	ge	NA	single-cell
QTS000045	QTD000805	OTAR2057_IBDverse	Enterocytes_progenitor_crypt_OLFM4++	CL_0009017	intestinal crypt stem cell of small intestine	naive	303	ge	NA	single-cell
QTS000045	QTD000806	OTAR2057_IBDverse	Fibroblast_CPM+	CL_0000057	fibroblast	naive	131	ge	NA	single-cell
QTS000045	QTD000807	OTAR2057_IBDverse	ILCs_Nkp44	CL_0001065	innate lymphoid cell	naive	197	ge	NA	single-cell
QTS000045	QTD000808	OTAR2057_IBDverse	Ileum_Goblet_MUC2+	CL_1000326	ileal goblet cell	naive	189	ge	NA	single-cell
QTS000045	QTD000809	OTAR2057_IBDverse	Ileum_Goblet_MUC2++_BCAS1++	CL_1000326	ileal goblet cell	naive	286	ge	NA	single-cell
QTS000045	QTD000810	OTAR2057_IBDverse	Ileum_Goblet_MUC2+_BCAS1+	CL_1000326	ileal goblet cell	naive	346	ge	NA	single-cell
QTS000045	QTD000811	OTAR2057_IBDverse	Ileum_Goblet_MUC2+_SPINK4++	CL_0009057	anorectum goblet cell	naive	291	ge	NA	single-cell
QTS000045	QTD000812	OTAR2057_IBDverse	Ileum_Paneth_DEF6A	CL_1000343	paneth cell of epithelium of small intestine	naive	130	ge	NA	single-cell
QTS000045	QTD000813	OTAR2057_IBDverse	Ileum_goblet_Ki67+	CL_1000326	ileal goblet cell	naive	185	ge	NA	single-cell
QTS000045	QTD000814	OTAR2057_IBDverse	LP_fibroblast_ADAMDEC1	CL_0000057	fibroblast	naive	90	ge	NA	single-cell
QTS000045	QTD000815	OTAR2057_IBDverse	Mast	CL_0000097	mast cell	naive	243	ge	NA	single-cell
QTS000045	QTD000816	OTAR2057_IBDverse	Myofibroblast_ADGRL3	CL_0000186	myofibroblast cell	naive	50	ge	NA	single-cell
QTS000045	QTD000817	OTAR2057_IBDverse	NK2	CL_0000623	natural killer cell	naive	188	ge	NA	single-cell
QTS000045	QTD000818	OTAR2057_IBDverse	Platelet	CL_0000233	platelet	naive	83	ge	NA	single-cell
QTS000045	QTD000819	OTAR2057_IBDverse	Tcell_GD_KLRG1+	CL_0000798	gamma-delta T cell	naive	100	ge	NA	single-cell
QTS000045	QTD000820	OTAR2057_IBDverse	B_Cell_germinal_centre_plasmablast	CL_0000980	plasmablast	naive	135	ge	NA	single-cell
QTS000045	QTD000821	OTAR2057_IBDverse	B_Cell_germinal_centre_plasmablast_proliferating	CL_0000980	plasmablast	naive	114	ge	NA	single-cell
QTS000045	QTD000822	OTAR2057_IBDverse	CCL3_CCL4_CXCL9_10_Macrophages	CL_0000864	tissue-resident macrophage	naive	45	ge	NA	single-cell
QTS000045	QTD000823	OTAR2057_IBDverse	CD4+_PASK	CL_0000624	CD4-positive, alpha-beta T cell	naive	286	ge	NA	single-cell
QTS000045	QTD000824	OTAR2057_IBDverse	Tissue_CD4+_Treg	CL_0000792	CD4-positive, CD25-positive, alpha-beta regulatory T cell	naive	173	ge	NA	single-cell
QTS000045	QTD000825	OTAR2057_IBDverse	CD4+_memory_CXCR6+	CL_0001204	CD4-positive, alpha-beta memory T cell, CD45RO-positive	naive	295	ge	NA	single-cell
QTS000045	QTD000826	OTAR2057_IBDverse	CD8+_TRM_TGCR2+	CL_0001203	CD8-positive, alpha-beta memory T cell, CD45RO-positive	naive	339	ge	NA	single-cell
QTS000045	QTD000827	OTAR2057_IBDverse	Macrophages_CD163+	CL_0000864	tissue-resident macrophage	naive	298	ge	NA	single-cell
QTS000045	QTD000828	OTAR2057_IBDverse	Macrophages_CD163++	CL_0000864	tissue-resident macrophage	naive	218	ge	NA	single-cell
QTS000045	QTD000829	OTAR2057_IBDverse	Macrophages_Proliferating	CL_0000864	tissue-resident macrophage	naive	125	ge	NA	single-cell
QTS000045	QTD000830	OTAR2057_IBDverse	Memory_B_CD27Lo_	CL_0000787	memory B cell	naive	227	ge	NA	single-cell
QTS000045	QTD000831	OTAR2057_IBDverse	Memory_B_PDE4D_TEX9	CL_0000790	memory B cell	naive	301	ge	NA	single-cell
QTS000045	QTD000832	OTAR2057_IBDverse	Memory_B_PTPRJ	CL_0000789	memory B cell	naive	313	ge	NA	single-cell
QTS000045	QTD000833	OTAR2057_IBDverse	Monocytes_S100A8_9+	CL_0000576	monocyte	naive	65	ge	NA	single-cell
QTS000045	QTD000834	OTAR2057_IBDverse	Naive_B_cells	CL_0000788	naive B cell	naive	307	ge	NA	single-cell
QTS000045	QTD000835	OTAR2057_IBDverse	PlasmaB_CD38++	CL_0000787	plasma cell	naive	162	ge	NA	single-cell
QTS000045	QTD000836	OTAR2057_IBDverse	PlasmaB_CD38+++	CL_0000786	plasma cell	naive	359	ge	NA	single-cell
QTS000045	QTD000837	OTAR2057_IBDverse	PlasmaB_CD38++++_IgG+_IgA+	CL_0000786	plasma cell	naive	147	ge	NA	single-cell
QTS000045	QTD000838	OTAR2057_IBDverse	Tissue_Tcell_GD	CL_0000798	gamma-delta T cell	naive	272	ge	NA	single-cell
QTS000045	QTD000839	OTAR2057_IBDverse	Tuft	CL_0019032	intestinal tuft cell	naive	245	ge	NA	single-cell
QTS000045	QTD000840	OTAR2057_IBDverse	cDC2	CL_0000990	conventional dendritic cell	naive	127	ge	NA	single-cell
QTS000051	QTD000917	Natri_2024	AT2	CL_0002063	alveolar type 2 cell	naive	88	ge	38548990	single-cell
QTS000051	QTD000918	Natri_2024	Alveolar_macrophage	CL_0000583	alveolar macrophage	naive	65	ge	38548990	single-cell
QTS000051	QTD000919	Natri_2024	Arteriole	CL_1000412	arteriole endothelial cell	naive	73	ge	38548990	single-cell
QTS000051	QTD000920	Natri_2024	Basal	CL_0000646	basal cell	naive	53	ge	38548990	single-cell
QTS000051	QTD000921	Natri_2024	CD4	CL_0000624	T cell	naive	57	ge	38548990	single-cell
QTS000051	QTD000922	Natri_2024	CD8_NKT	CL_0000625	T cell	naive	65	ge	38548990	single-cell
QTS000051	QTD000923	Natri_2024	Ciliated	CL_0000067	ciliated epithelial cell	naive	92	ge	38548990	single-cell
QTS000051	QTD000924	Natri_2024	Inflammatory_monocyte	CL_0000860	classical monocyte	naive	100	ge	38548990	single-cell
QTS000051	QTD000925	Natri_2024	Interstitial_macrophage	CL_4033043	lung interstitial macrophage	naive	53	ge	38548990	single-cell
QTS000051	QTD000926	Natri_2024	Monocyte	CL_0000860	classical monocyte	naive	81	ge	38548990	single-cell
QTS000051	QTD000927	Natri_2024	Monocyte-derived_macrophage	CL_0000235	macrophage	naive	105	ge	38548990	single-cell
QTS000051	QTD000928	Natri_2024	NK	CL_0000623	NK cell	naive	55	ge	38548990	single-cell
QTS000051	QTD000929	Natri_2024	Proliferating_-_Imm	NA	NA	naive	72	ge	38548990	single-cell
QTS000051	QTD000930	Natri_2024	Secretory_-_SCGB1A1+_MUC5B+	CL_0002638	bronchioalveolar stem cell	naive	74	ge	38548990	single-cell
QTS000051	QTD000931	Natri_2024	Secretory_-_SCGB1A1+_SCGB3A2+	CL_0002638	bronchioalveolar stem cell	naive	74	ge	38548990	single-cell
QTS000051	QTD000932	Natri_2024	Secretory_-_SCGB3A2+	CL_0002638	bronchioalveolar stem cell	naive	64	ge	38548990	single-cell
QTS000051	QTD000933	Natri_2024	Systemic_venous	CL_0002543	vein endothelial cell	naive	58	ge	38548990	single-cell
QTS000051	QTD000934	Natri_2024	Venule	CL_1000414	venule endothelial cell	naive	72	ge	38548990	single-cell
QTS000051	QTD000935	Natri_2024	aCap	CL_4028003	alveolar capillary type 2 endothelial cell	naive	57	ge	38548990	single-cell
QTS000051	QTD000936	Natri_2024	cDC2	CL_0000990	conventional dendritic cell	naive	71	ge	38548990	single-cell
QTS000051	QTD000937	Natri_2024	moDC	CL_0011031	monocyte-derived dendritic cell	naive	78	ge	38548990	single-cell
QTS000052	QTD000938	Natri_2024_reannotated	ATII	CL_0002063	alveolar type 2 cell	naive	77	ge	38548990	single-cell
QTS000052	QTD000939	Natri_2024_reannotated	Ciliated	CL_0000067	ciliated epithelial cell	naive	76	ge	38548990	single-cell
QTS000052	QTD000940	Natri_2024_reannotated	Club	CL_0000158	club cell	naive	72	ge	38548990	single-cell
QTS000052	QTD000941	Natri_2024_reannotated	Goblet	CL_0000160	goblet cell	naive	65	ge	38548990	single-cell
QTS000052	QTD000942	Natri_2024_reannotated	Macrophage	CL_0000235	macrophage	naive	90	ge	38548990	single-cell
QTS000052	QTD000943	Natri_2024_reannotated	Macrophage_Alveolar	CL_0000583	alveolar macrophage	naive	69	ge	38548990	single-cell
QTS000052	QTD000944	Natri_2024_reannotated	NK	CL_0000623	NK cell	naive	54	ge	38548990	single-cell
QTS000052	QTD000945	Natri_2024_reannotated	T_CD4	CL_0000624	T cell	naive	52	ge	38548990	single-cell
QTS000052	QTD000946	Natri_2024_reannotated	T_Cytotoxic	CL_0000625	T cell	naive	62	ge	38548990	single-cell
QTS000052	QTD000947	Natri_2024_reannotated	VE_Arterial	CL_1000412	arteriole endothelial cell	naive	51	ge	38548990	single-cell
QTS000052	QTD000948	Natri_2024_reannotated	VE_Capillary_B	CL_4028002	alveolar capillary type 1 endothelial cell	naive	62	ge	38548990	single-cell
QTS000052	QTD000949	Natri_2024_reannotated	cDC2	CL_0000990	conventional dendritic cell	naive	75	ge	38548990	single-cell
QTS000052	QTD000950	Natri_2024_reannotated	cMonocyte	CL_0000860	classical monocyte	naive	85	ge	38548990	single-cell
QTS000015	QTD000951	GTEx	adipose_subcutaneous	UBERON_0001013	adipose	naive	749	majiq	32913098	bulk
QTS000015	QTD000952	GTEx	adipose_visceral	UBERON_0010414	adipose (visceral)	naive	606	majiq	32913098	bulk
QTS000015	QTD000953	GTEx	adrenal_gland	UBERON_0002369	adrenal gland	naive	305	majiq	32913098	bulk
QTS000015	QTD000954	GTEx	artery_aorta	UBERON_0001496	artery (aorta)	naive	492	majiq	32913098	bulk
QTS000015	QTD000955	GTEx	artery_coronary	UBERON_0001621	artery (coronary)	naive	279	majiq	32913098	bulk
QTS000015	QTD000956	GTEx	artery_tibial	UBERON_0007610	artery (tibial)	naive	736	majiq	32913098	bulk
QTS000015	QTD000957	GTEx	brain_amygdala	UBERON_0001876	brain (amygdala)	naive	202	majiq	32913098	bulk
QTS000015	QTD000958	GTEx	brain_anterior_cingulate_cortex	UBERON_0009835	brain (anterior cingulate cortex)	naive	242	majiq	32913098	bulk
QTS000015	QTD000959	GTEx	brain_caudate	UBERON_0001873	brain (caudate)	naive	315	majiq	32913098	bulk
QTS000015	QTD000960	GTEx	brain_cerebellar_hemisphere	UBERON_0002037	brain (cerebellum)	naive	286	majiq	32913098	bulk
QTS000015	QTD000961	GTEx	brain_cerebellum	UBERON_0002037	brain (cerebellum)	naive	272	majiq	32913098	bulk
QTS000015	QTD000962	GTEx	brain_cortex	UBERON_0001870	brain (cortex)	naive	284	majiq	32913098	bulk
QTS000015	QTD000963	GTEx	brain_frontal_cortex	UBERON_0009834	brain (DLPFC)	naive	285	majiq	32913098	bulk
QTS000015	QTD000964	GTEx	brain_hippocampus	UBERON_0001954	brain (hippocampus)	naive	272	majiq	32913098	bulk
QTS000015	QTD000965	GTEx	brain_hypothalamus	UBERON_0001898	brain (hypothalamus)	naive	276	majiq	32913098	bulk
QTS000015	QTD000966	GTEx	brain_nucleus_accumbens	UBERON_0001882	brain (nucleus accumbens)	naive	308	majiq	32913098	bulk
QTS000015	QTD000967	GTEx	brain_putamen	UBERON_0001874	brain (putamen)	naive	267	majiq	32913098	bulk
QTS000015	QTD000968	GTEx	brain_spinal_cord	UBERON_0006469	brain (spinal cord)	naive	213	majiq	32913098	bulk
QTS000015	QTD000969	GTEx	brain_substantia_nigra	UBERON_0002038	brain (substantia nigra)	naive	193	majiq	32913098	bulk
QTS000015	QTD000970	GTEx	breast	UBERON_0008367	breast	naive	530	majiq	32913098	bulk
QTS000015	QTD000971	GTEx	fibroblast	CL_0000057	fibroblast	naive	659	majiq	32913098	bulk
QTS000015	QTD000972	GTEx	LCL	EFO_0005292	LCL	naive	329	majiq	32913098	bulk
QTS000015	QTD000973	GTEx	colon_sigmoid	UBERON_0001159	sigmoid colon	naive	430	majiq	32913098	bulk
QTS000015	QTD000974	GTEx	colon_transverse	UBERON_0001157	transverse colon	naive	497	majiq	32913098	bulk
QTS000015	QTD000975	GTEx	esophagus_gej	UBERON_0004550	esophagus (gej)	naive	419	majiq	32913098	bulk
QTS000015	QTD000976	GTEx	esophagus_mucosa	UBERON_0006920	esophagus (mucosa)	naive	634	majiq	32913098	bulk
QTS000015	QTD000977	GTEx	esophagus_muscularis	UBERON_0004648	esophagus (muscularis)	naive	590	majiq	32913098	bulk
QTS000015	QTD000978	GTEx	heart_atrial_appendage	UBERON_0006631	heart (atrial appendage)	naive	473	majiq	32913098	bulk
QTS000015	QTD000979	GTEx	heart_left_ventricle	UBERON_0006566	heart (left ventricle)	naive	481	majiq	32913098	bulk
QTS000015	QTD000980	GTEx	kidney_cortex	UBERON_0001225	kidney (cortex)	naive	106	majiq	32913098	bulk
QTS000015	QTD000981	GTEx	liver	UBERON_0001114	liver	naive	269	majiq	32913098	bulk
QTS000015	QTD000982	GTEx	lung	UBERON_0008952	lung	naive	652	majiq	32913098	bulk
QTS000015	QTD000983	GTEx	minor_salivary_gland	UBERON_0006330	minor salivary gland	naive	185	majiq	32913098	bulk
QTS000015	QTD000984	GTEx	muscle	UBERON_0001134	muscle	naive	871	majiq	32913098	bulk
QTS000015	QTD000985	GTEx	nerve_tibial	UBERON_0001323	tibial nerve	naive	708	majiq	32913098	bulk
QTS000015	QTD000986	GTEx	ovary	UBERON_0000992	ovary	naive	201	majiq	32913098	bulk
QTS000015	QTD000987	GTEx	pancreas	UBERON_0001150	pancreas	naive	376	majiq	32913098	bulk
QTS000015	QTD000988	GTEx	pituitary	UBERON_0000007	pituitary	naive	324	majiq	32913098	bulk
QTS000015	QTD000989	GTEx	prostate	UBERON_0002367	prostate	naive	294	majiq	32913098	bulk
QTS000015	QTD000990	GTEx	skin_not_sun_exposed	UBERON_0036149	skin (suprapubic)	naive	668	majiq	32913098	bulk
QTS000015	QTD000991	GTEx	skin_sun_exposed	UBERON_0002097	skin	naive	802	majiq	32913098	bulk
QTS000015	QTD000992	GTEx	small_intestine	UBERON_0001211	small intestine	naive	212	majiq	32913098	bulk
QTS000015	QTD000993	GTEx	spleen	UBERON_0002106	spleen	naive	280	majiq	32913098	bulk
QTS000015	QTD000994	GTEx	stomach	UBERON_0000945	stomach	naive	418	majiq	32913098	bulk
QTS000015	QTD000995	GTEx	testis	UBERON_0000473	testis	naive	424	majiq	32913098	bulk
QTS000015	QTD000996	GTEx	thyroid	UBERON_0002046	thyroid	naive	724	majiq	32913098	bulk
QTS000015	QTD000997	GTEx	uterus	UBERON_0000995	uterus	naive	161	majiq	32913098	bulk
QTS000015	QTD000998	GTEx	vagina	UBERON_0000996	vagina	naive	176	majiq	32913098	bulk
QTS000015	QTD000999	GTEx	blood	UBERON_0000178	blood	naive	853	majiq	32913098	bulk
QTS000055	QTD001006	AFR_LCL	LCL	EFO_0005292	LCL	naive	NA	ge	NA	bulk
QTS000055	QTD001007	AFR_LCL	LCL	EFO_0005292	LCL	naive	NA	exon	NA	bulk
QTS000055	QTD001008	AFR_LCL	LCL	EFO_0005292	LCL	naive	NA	tx	NA	bulk
QTS000055	QTD001009	AFR_LCL	LCL	EFO_0005292	LCL	naive	NA	txrev	NA	bulk
QTS000055	QTD001010	AFR_LCL	LCL	EFO_0005292	LCL	naive	NA	leafcutter	NA	bulk
QTS000055	QTD001011	AFR_LCL	LCL	EFO_0005292	LCL	naive	NA	majiq	NA	bulk
QTS000056	QTD001012	DICE	CD4_Naive	CL_0000624	CD4+ T cell	naive	77	ge	35213211	single-cell
QTS000056	QTD001013	DICE	TFH	CL_0002038	Tfh cell	naive	77	ge	35213211	single-cell
QTS000056	QTD001014	DICE	TH1	CL_0000545	Th1 cell	naive	77	ge	35213211	single-cell
QTS000056	QTD001015	DICE	TH1,17	CL_0000899	Th17 cell	naive	77	ge	35213211	single-cell
QTS000056	QTD001016	DICE	TH17	CL_0000899	Th17 cell	naive	77	ge	35213211	single-cell
QTS000056	QTD001017	DICE	TH2	CL_0000546	Th2 cell	naive	77	ge	35213211	single-cell
QTS000056	QTD001018	DICE	Treg_Mem	CL_0002678	Treg naive	naive	77	ge	35213211	single-cell
QTS000056	QTD001019	DICE	Treg_Naive	CL_0002677	Treg memory	naive	77	ge	35213211	single-cell
QTS000057	QTD001020	DICE_reannotated	Regulatory_T_cells	CL_0000815	regulatory T cell	naive	77	ge	35213211	single-cell
QTS000057	QTD001021	DICE_reannotated	T_agonist_	CL_0000084	T cell	naive	75	ge	35213211	single-cell
QTS000057	QTD001022	DICE_reannotated	Tcm_Naive_helper_T_cells	CL_0000904	CD4+ TCM cell	naive	77	ge	35213211	single-cell
QTS000057	QTD001023	DICE_reannotated	Tem_Effector_helper_T_cells	CL_0000905	CD4+ TEM cell	naive	77	ge	35213211	single-cell
QTS000057	QTD001024	DICE_reannotated	Tem_Trm_cytotoxic_T_cells	CL_0000913	CD8+ TEM cell	naive	70	ge	35213211	single-cell
QTS000057	QTD001025	DICE_reannotated	Type_17_helper_T_cells	CL_0000899	Th17 cell	naive	77	ge	35213211	single-cell
QTS000001	QTD001026	Alasoo_2018	macrophage_naive	CL_0000235	macrophage	naive	84	majiq	29379200	bulk
QTS000001	QTD001027	Alasoo_2018	macrophage_IFNg	CL_0000235	macrophage	IFNg_18h	84	majiq	29379200	bulk
QTS000001	QTD001028	Alasoo_2018	macrophage_Salmonella	CL_0000235	macrophage	Salmonella_5h	84	majiq	29379200	bulk
QTS000001	QTD001029	Alasoo_2018	macrophage_IFNg+Salmonella	CL_0000235	macrophage	IFNg_18h+Salmonella_5h	84	majiq	29379200	bulk
QTS000058	QTD001030	Nassiri_2025	monocyte_naive	CL_0002057	monocyte	naive	177	ge	41022800	bulk
QTS000058	QTD001031	Nassiri_2025	monocyte_naive	CL_0002057	monocyte	naive	177	exon	41022800	bulk
QTS000058	QTD001032	Nassiri_2025	monocyte_naive	CL_0002057	monocyte	naive	177	tx	41022800	bulk
QTS000058	QTD001033	Nassiri_2025	monocyte_naive	CL_0002057	monocyte	naive	177	txrev	41022800	bulk
QTS000058	QTD001034	Nassiri_2025	monocyte_naive	CL_0002057	monocyte	naive	177	leafcutter	41022800	bulk
QTS000058	QTD001035	Nassiri_2025	monocyte_naive	CL_0002057	monocyte	naive	177	majiq	41022800	bulk
QTS000058	QTD001036	Nassiri_2025	monocyte_IFN	CL_0002057	monocyte	IFNg_24h	139	ge	41022800	bulk
QTS000058	QTD001037	Nassiri_2025	monocyte_IFN	CL_0002057	monocyte	IFNg_24h	139	exon	41022800	bulk
QTS000058	QTD001038	Nassiri_2025	monocyte_IFN	CL_0002057	monocyte	IFNg_24h	139	tx	41022800	bulk
QTS000058	QTD001039	Nassiri_2025	monocyte_IFN	CL_0002057	monocyte	IFNg_24h	139	txrev	41022800	bulk
QTS000058	QTD001040	Nassiri_2025	monocyte_IFN	CL_0002057	monocyte	IFNg_24h	139	leafcutter	41022800	bulk
QTS000058	QTD001041	Nassiri_2025	monocyte_IFN	CL_0002057	monocyte	IFNg_24h	139	majiq	41022800	bulk
QTS000058	QTD001042	Nassiri_2025	monocyte_LPS24	CL_0002057	monocyte	LPS_24h	176	ge	41022800	bulk
QTS000058	QTD001043	Nassiri_2025	monocyte_LPS24	CL_0002057	monocyte	LPS_24h	176	exon	41022800	bulk
QTS000058	QTD001044	Nassiri_2025	monocyte_LPS24	CL_0002057	monocyte	LPS_24h	176	tx	41022800	bulk
QTS000058	QTD001045	Nassiri_2025	monocyte_LPS24	CL_0002057	monocyte	LPS_24h	176	txrev	41022800	bulk
QTS000058	QTD001046	Nassiri_2025	monocyte_LPS24	CL_0002057	monocyte	LPS_24h	176	leafcutter	41022800	bulk
QTS000058	QTD001047	Nassiri_2025	monocyte_LPS24	CL_0002057	monocyte	LPS_24h	176	majiq	41022800	bulk
QTS000058	QTD001048	Nassiri_2025	monocyte_MET1m	CL_0002057	monocyte	MET1m_24h	98	ge	41022800	bulk
QTS000058	QTD001049	Nassiri_2025	monocyte_MET1m	CL_0002057	monocyte	MET1m_24h	98	exon	41022800	bulk
QTS000058	QTD001050	Nassiri_2025	monocyte_MET1m	CL_0002057	monocyte	MET1m_24h	98	tx	41022800	bulk
QTS000058	QTD001051	Nassiri_2025	monocyte_MET1m	CL_0002057	monocyte	MET1m_24h	98	txrev	41022800	bulk
